"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"875VWDES","conferencePaper","2021","Miao, Zhengjie; Li, Yuliang; Wang, Xiaolan","Rotom: A Meta-Learned Data Augmentation Framework for Entity Matching, Data Cleaning, Text Classification, and beyond","2021 International Conference on Management of Data, SIGMOD 2021, June 20, 2021  -  June 25, 2021","07308078","","","","Deep Learning revolutionizes almost all fields of computer science including data management. However, the demand for high-quality training data is slowing down deep neural nets' wider adoption. To this end, data augmentation (DA), which generates more labeled examples from existing ones, becomes a common technique. Meanwhile, the risk of creating noisy examples and the large space of hyper-parameters make DA less attractive in practice. We introduce Rotom, a multi-purpose data augmentation framework for a range of data management and mining tasks including entity matching, data cleaning, and text classification. Rotom features InvDA, a new DA operator that generates natural yet diverse augmented examples by formulating DA as a seq2seq task. The key technical novelty of Rotom is a meta-learning framework that automatically learns a policy for combining examples from different DA operators, whereby combinatorially reduces the hyper-parameters space. Our experimental results show that Rotom effectively improves a model's performance by combining multiple DA operators, even when applying them individually does not yield performance improvement. With this strength, Rotom outperforms the state-of-the-art entity matching and data cleaning systems in the low-resource settings as well as two recently proposed DA techniques for text classification.  2021 ACM.","2021","2022-06-10 02:09:40","2022-07-31 04:29:44","","1303-1316","","","","","","","Proceedings of the ACM SIGMOD International Conference on Management of Data","","","","Association for Computing Machinery","Virtual, Online, China","","","","","","","","","","","http://dx.doi.org/10.1145/3448016.3457258","Cleaning; Deep learning; Classification (of information); Deep neural networks; Information management; Text mining; entity matching, error detection, data augmentation, deep learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNF2YNUT","journalArticle","2019","Hulsebos, Madelon; Hu, Kevin; Bakker, Michiel; Zgraggen, Emanuel; Satyanarayan, Arvind; Kraska, Tim; Demiralp, Caatay; Hidalgo, Cesar","Sherlock: A deep learning approach to semantic data type detection","","","","","","Correctly detecting the semantic type of data columns is crucial for data science tasks such as automated data cleaning, schema matching, and data discovery. Existing data preparation and analysis systems rely on dictionary lookups and regular expression matching to detect semantic types. However, these matching-based approaches often are not robust to dirty data and only detect a limited number of types.We introduce Sherlock, a multi-input deep neural network for detecting semantic types. We train Sherlock on 686, 765 data columns retrieved from the VizNet corpus by matching 78 semantic types from DBpedia to column headers. We characterize each matched column with 1, 588 features describing the statistical properties, character distributions, word embeddings, and paragraph vectors of column values. Sherlock achieves a support-weighted F1 score of 0.89, exceeding that of machine learning baselines, dictionary and regular expression benchmarks, and the consensus of crowdsourced annotations.  Copyright  2019, The Authors. All rights reserved.","2019","2022-06-10 02:09:41","2022-07-31 04:22:10","","","","","","","","","arXiv","","","","","","","","","","","","","","","","http://dx.doi.org/10.1145/3292500.3330993","Deep learning; Data Science; Deep neural networks; Data mining; Semantics; Computational linguistics; Pattern matching; deep learning; semantic types, tabular data, type detection, deep learning; semantic types; TABLES; Tabular data; type detection; deep learning, type detection, tabular data, semantic types","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESAZ2WUQ","journalArticle","2022","Li, Gang; Baechler, Gilles; Tragut, Manuel; Li, Yang","Learning to denoise raw mobile UI layouts for improving datasets at scale","","","23318422","","","The layout of a mobile screen is a critical data source for UI design research and semantic understanding of the screen. However, UI layouts in existing datasets are often noisy, have mismatches with their visual representation, or consists of generic or app-specific types that are difficult to analyze and model. In this paper, we propose the CLAY pipeline that uses a deep learning approach for denoising UI layouts, allowing us to automatically improve existing mobile UI layout datasets at scale. Our pipeline takes both the screenshot and the raw UI layout, and annotates the raw layout by removing incorrect nodes and assigning a semantically meaningful type to each node. To experiment with our data-cleaning pipeline, we create the CLAY dataset of 59,555 human-annotated screen layouts, based on screenshots and raw layouts from Rico, a public mobile UI corpus. Our deep models achieve high accuracy with F1 scores of 82.7% for detecting layout objects that do not have a valid visual representation and 85.9% for recognizing object types, which significantly outperforms a heuristic baseline. Our work lays a foundation for creating large-scale high quality UI layout datasets for data-driven mobile UI research and reduces the need of manual labeling efforts that are prohibitively expensive. Copyright  2022, The Authors. All rights reserved.","2022","2022-06-10 02:10:19","2022-07-31 05:40:36","","","","","","","","","arXiv","","","","","","","","","","","","","Publisher: arXiv","","","http://dx.doi.org/10.1145/3491102.3502042","Deep learning; Pipelines; Large dataset; Semantics; Convolutional neural networks; Object detection; Graph neural networks; mobile UI layouts, Graph Neural Networks, Transformers, neural networks, Convolutional Neural Networks, Datasets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78EGLADL","conferencePaper","2020","Meduri, Vamsi; Popa, Lucian; Sen, Prithviraj; Sarwat, Mohamed","A Comprehensive Benchmark Framework for Active Learning Methods in Entity Matching","","","","","","Entity Matching (EM) is a core data cleaning task, aiming to identify different mentions of the same real-world entity. Active learning is one way to address the challenge of scarce labeled data in practice, by dynamically collecting the necessary examples to be labeled by an Oracle and refining the learned model (classifier) upon them. In this paper, we build a unified active learning benchmark framework for EM that allows users to easily combine different learning algorithms with applicable example selection algorithms. The goal of the framework is to enable concrete guidelines for practitioners as to what active learning combinations will work well for EM. Towards this, we perform comprehensive experiments on publicly available EM datasets from product and publication domains to evaluate active learning methods, using a variety of metrics including EM quality, #labels and example selection latencies. Our most surprising result finds that active learning with fewer labels can learn a classifier of comparable quality as supervised learning. In fact, for several of the datasets, we show that there is an active learning combination that beats the state-of-the-art supervised learning result. Our framework also includes novel optimizations that improve the quality of the learned model by roughly 9% in terms of F1-score and reduce example selection latencies by up to 10 without affecting the quality of the model. Copyright  2020, The Authors. All rights reserved.","2020","2022-06-10 02:10:20","2022-07-31 15:42:50","","","","","","","","","arXiv","","","","arXiv","","","","","","","","","","","","http://dx.doi.org/10.1145/3318464.3380597","Learning algorithms; Learning systems; Supervised learning; ensembles, query by committee, unified active learning, neural networks, random forests, learner-agnostic selectors, perfect and noisy oracles, margin, learner-aware selectors, entity matching, SVM, example selectors, blocking dimensions, rule-based models; RULES; example selectors, blocking dimensions, entity matching, learner-aware selectors, learner-agnostic selectors, SVM, neural networks, query by committee, margin, ensembles, unified active learning, rule-based models, perfect and noisy oracles, random forests","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T74RD868","journalArticle","2022","Thirumuruganathan, Saravanan; Kunjir, Mayuresh; Ouzzani, Mourad; Chawla, Sanjay","Automated Annotations for AI Data and Model Transparency","Journal of Data and Information Quality","","19361955","10.1145/3460000","","The data and Artificial Intelligence revolution has had a massive impact on enterprises, governments, and society alike. It is fueled by two key factors. First, data have become increasingly abundant and are often available openly. Enterprises have more data than they can process. Governments are spearheading open data initiatives by setting up data portals such as data.gov and releasing large amounts of data to the public. Second, AI engineering development is becoming increasingly democratized. Open source frameworks have enabled even an individual developer to engineer sophisticated AI systems. But with such ease of use comes the potential for irresponsible use of data.Ensuring that AI systems adhere to a set of ethical principles is one of the major problems of our age. We believe that data and model transparency has a key role to play in mitigating the deleterious effects of AI systems. In this article, we describe a framework to synthesize ideas from various domains such as data transparency, data quality, data governance among others to tackle this problem. Specifically, we advocate an approach based on automated annotations (of both data and the AI model), which has a number of appealing properties. The annotations could be used by enterprises to get visibility of potential issues, prepare data transparency reports, create and ensure policy compliance, and evaluate the readiness of data for diverse downstream AI applications. We propose a model architecture and enumerate its key components that could achieve these requirements. Finally, we describe a number of interesting challenges and opportunities.  2021 Association for Computing Machinery.","2022","2022-06-10 02:10:20","2022-07-31 14:53:42","","","","1","14","","Journal of Data and Information Quality","","","","","","","","","","","","","","","Publisher: Association for Computing Machinery","","","http://dx.doi.org/10.1145/3460000","Machine learning; Open Data; Ethical technology; Transparency; machine learning; data cleaning; Data transparency, machine learning, data cleaning; Data transparency; Data transparency, data cleaning, machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRDIWS9S","journalArticle","2020","Lin, Yiming; Jiang, Daokun; Yus, Roberto; Bouloukakis, Georgios; Chio, Andrew; Mehrotra, Sharad; Venkatasubramanian, Nalini","LOCATER: Cleaning WiFi Connectivity Datasets for Semantic Localization","","","23318422","","","This paper explores the data cleaning challenges that arise in using WiFi connectivity data to locate users to semantic indoor locations such as buildings, regions, rooms. WiFi connectivity data consists of sporadic connections between devices and nearby WiFi access points (APs), each of which may cover a relatively large area within a building. Our system, entitled semantic LOCATion cleanER (LOCATER), postulates semantic localization as a series of data cleaning tasks - first, it treats the problem of determining the AP to which a device is connected between any two of its connection events as a missing value detection and repair problem. It then associates the device with the semantic subregion (e.g., a conference room in the region) by postulating it as a location disambiguation problem. LOCATER uses a bootstrapping semi-supervised learning method for coarse localization and a probabilistic method to achieve finer localization. The paper shows that LOCATER can achieve significantly high accuracy at both the coarse and fine levels. Copyright  2020, The Authors. All rights reserved.","2020","2022-06-10 02:10:21","2022-07-31 05:36:38","","","","","","","","","arXiv","","","","","","","","","","","","","Publisher: arXiv","","","http://dx.doi.org/10.14778/3430915.3430923","Cleaning; Learning systems; Semantics; Supervised learning; Semi-supervised learning; Wireless local area networks (WLAN); Location; IMPUTATION; INDOOR LOCALIZATION; SCHEME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XV5NPECK","journalArticle","2018","Rezig, El Kindi; Cao, Lei; Stonebraker, Michael; Simonini, Giovanni; Tao, Wenbo; Madden, Samuel; Ouzzani, Mourad; Tang, Nan; Elmagarmid, Ahmed K.","Data civilizer 2.0: A holistic framework for data preparation and analytics","45th International Conference on Very Large Data Bases, VLDB 2019, August 26, 2017  -  August 30, 2017","","","10.14778/3352063.3352108","","Data scientists spend over 80% of their time (1) parameter-tuning machine learning models and (2) iterating between data cleaning and machine learning model execution. While there are existing efforts to support the first requirement, there is currently no integrated workflow system that couples data cleaning and machine learning development. The previous version of Data Civilizer was geared towards data cleaning and discovery using a set of pre-defined tools. In this paper, we introduce Data Civilizer 2.0, an end-to-end workflow system satisfying both requirements. In addition, this system also supports a sophisticated data debugger and a workflow visualization system. In this demo, we will show how we used Data Civilizer 2.0 to help scientists at the Massachusetts General Hospital build their cleaning and machine learning pipeline on their 30TB brain activity dataset.  2019 VLDB Endowment.","2018","2022-06-10 02:10:21","2022-07-31 03:01:00","","1954-1957","","12","12","","","","Proceedings of the VLDB Endowment","","","","","","","","","","","","","","","","http://dx.doi.org/10.14778/3352063.3352108","Brain; Cleaning; Machine learning; Data visualization; Program debugging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23GCE7VX","journalArticle","2020","Karla, Bojan; Li, Peng; Wu, Renzhi; Gurel, Nezihe Merve; Chu, Xu; Wu, Wentao; Zhang, Ce","Nearest neighbor classifiers over incomplete information: From certain answers to certain predictions","","","23318422","","","Machine learning (ML) applications have been thriving recently, largely attributed to the increasing availability of data. However, inconsistency and incomplete information are ubiquitous in real-world datasets, and their impact on ML applications remains elusive. In this paper, we present a formal study of this impact by extending the notion of Certain Answers for Codd tables, which has been explored by the database research community for decades, into the field of machine learning. Specifically, we focus on classification problems and propose the notion of ""Certain Predictions"" (CP) - a test data example can be certainly predicted (CP'ed) if all possible classifiers trained on top of all possible worlds induced by the incompleteness of data would yield the same prediction. We study two fundamental CP queries: (Q1) checking query that determines whether a data example can be CP'ed; and (Q2) counting query that computes the number of classifiers that support a particular prediction (i.e., label). Given that general solutions to CP queries are, not surprisingly, hard without assumption over the type of classifier, we further present a case study in the context of nearest neighbor (NN) classifiers, where efficient solutions to CP queries can be developed - we show that it is possible to answer both queries in linear or polynomial time over exponentially many possible worlds. We demonstrate one example use case of CP in the important application of ""data cleaning for machine learning (DC for ML)."" We show that our proposed CPClean approach built based on CP can often significantly outperform existing techniques in terms of classification accuracy with mild manual cleaning effort. Copyright  2020, The Authors. All rights reserved.","2020","2022-06-10 02:10:22","2022-07-31 05:11:28","","","","","","","","","arXiv","","","","","","","","","","","","","Publisher: arXiv","","","http://dx.doi.org/10.14778/3430915.3430917","Cleaning; Machine learning; Classification (of information); Forecasting; Query processing; Nearest neighbor search; Polynomial approximation; MULTIPLE IMPUTATION; MISSING DATA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J8KC4IP3","conferencePaper","2021","Haruna, Charles Roland; Yang, Jian; Hou, Meng Shu; Gou, Lei; Fan, Shu Huan; Eghan-Yartel, Barbie","Incorporating Knowledge Bases and Databases to an Effective Repair of Data Errors","5th International Conference on Compute and Data Analysis, ICCDA 2021, February 2, 2021  -  February 4, 2021","","","10.1145/3456529.3456536","","In data warehousing and integration, data error repairs are very important. Some existing techniques tend to fix data errors using machine learning, statistics, integrity constraints, while others use multiple iterations to find data errors and a long time to repair them. Researches have shown the data cleaning accuracy is not efficient using those techniques. Thus to improve the accuracy, some works provided mechanisms employing knowledge bases (kbs) and crowdsourcing platforms, but using only single tables to achieve that. In this work a data error repair mechanism is proposed, which involves the use of a knowledge base on an entire database system having common attributes among its tables. Thorough experiments showed the effectiveness of the mechanism, with results showing the proposed technique is more efficient and effective using the whole database as compared to data repairs done on single tables.  2021 ACM.","2021","2022-06-10 02:10:24","2022-07-31 05:56:00","","36-45","","","","","","","ACM International Conference Proceeding Series","","","","Association for Computing Machinery","Sanya, China","","","","","","","","","","","http://dx.doi.org/10.1145/3456529.3456536","Data handling; Errors; Knowledge based systems; Information analysis; Data warehouses; Data quality, Database., Knowledge Base, Data Error Repair; Database., Knowledge Base, Data quality, Data Error Repair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAUCSV7K","journalArticle","2022","Sun, Zhensu; Li, Li; Liu, Yan; Du, Xiaoning; Li, Li","On the importance of building high-quality training datasets for neural code search","","","23318422","","","The performance of neural code search is significantly influenced by the quality of the training data from which the neural models are derived. A large corpus of high-quality query and code pairs is demanded to establish a precise mapping from the natural language to the programming language. Due to the limited availability, most widely-used code search datasets are established with compromise, such as using code comments as a replacement of queries. Our empirical study on a famous code search dataset reveals that over one-third of its queries contain noises that make them deviate from natural user queries. Models trained through noisy data are faced with severe performance degradation when applied in real-world scenarios. To improve the dataset quality and make the queries of its samples semantically identical to real user queries is critical for the practical usability of neural code search. In this paper, we propose a data cleaning framework consisting of two subsequent filters: a rule-based syntactic filter and a model-based semantic filter. This is the first framework that applies semantic query cleaning to code search datasets. Experimentally, we evaluated the effectiveness of our framework on two widely-used code search models and three manually-annotated code retrieval benchmarks. Training the popular DeepCS model with the filtered dataset from our framework improves its performance by 19.2% MRR and 21.3% Answer@1, on average with the three validation benchmarks.  2022, CC BY.","2022","2022-06-10 02:10:27","2022-07-31 05:05:14","","","","","","","","","arXiv","","","","","","","","","","","","","Publisher: arXiv","","","http://dx.doi.org/10.1145/3510003.3510160","Cleaning; Deep learning; Benchmarking; Natural language processing systems; Semantics; data cleaning; deep learning; Training; Computational modeling; Data models; Benchmark testing; Training data; dataset; code search, dataset, data cleaning, deep learning; Code search; Codes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7PLIH9S","journalArticle","2016","Chu, Xu; Ilyas, Ihab F.; Krishnan, Sanjay; Wang, Jiannan","Data cleaning: Overview and emerging challenges","2016 ACM SIGMOD International Conference on Management of Data, SIGMOD 2016, June 26, 2016  -  July 1, 2016","","","10.1145/2882903.2912574","","Detecting and repairing dirty data is one of the perennial challenges in data analytics, and failure to do so can result in inaccurate analytics and unreliable decisions. Over the past few years, there has been a surge of interest from both industry and academia on data cleaning problems including new abstractions, interfaces, approaches for scalability, and statistical techniques. To better understand the new advances in the field, we will first present a taxonomy of the data cleaning literature in which we highlight the recent interest in techniques that use constraints, rules, or patterns to detect errors, which we call qualitative data cleaning. We will describe the state-of-theart techniques and also highlight their limitations with a series of illustrative examples. While traditionally such approaches are distinct from quantitative approaches such as outlier detection, we also discuss recent work that casts such approaches into a statistical estimation framework including: using Machine Learning to improve the efficiency and accuracy of data cleaning and considering the effects of data cleaning on statistical analysis.  2016 ACM.","2016","2022-06-10 02:10:28","2022-07-31 14:32:38","","2201-2206","","","26-June-2016","","","","Proceedings of the ACM SIGMOD International Conference on Management of Data","","","","","","","","","","","","","","","","http://dx.doi.org/10.1145/2882903.2912574","Cleaning; Data Analytics; data quality, statistical cleaning, integrity constraints, data cleaning, sampling; QUERY; VIOLATIONS; statistical cleaning, sampling, data cleaning, integrity constraints, data quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z445ZWRH","journalArticle","2017","Katevas, Kleomenis; Leontiadis, Ilias; Pielot, Martin; Serra, Joan","Practical processing of mobile sensor data for continual deep learning predictions","1st International Workshop on Deep Learning for Mobile Systems and Applications, EMDL 2017, June 23, 2017","","","10.1145/3089801.3089802","","We present a practical approach for processing mobile sensor time series data for continual deep learning predictions. The approach comprises data cleaning, normalization, capping, time-based compression, and finally classification with a recurrent neural network. We demonstrate the effectiveness of the approach in a case study with 279 participants. On the basis of sparse sensor events, the network continually predicts whether the participants would attend to a notification within 10 minutes. Compared to a random baseline, the classifier achieves a 40% performance increase (AUC of 0.702) on a withheld test set. This approach allows to forgo resource-intensive, domain-specific, error-prone feature engineering, which may drastically increase the applicability of machine learning to mobile phone sensor data.  2017 ACM.","2017","2022-06-10 02:10:28","2022-07-31 04:46:52","","19-24","","","","","","","EMDL 2017 - Proceedings of the 1st International Workshop on Deep Learning for Mobile Systems and Applications, co-located with MobiSys 2017","","","","","","","","","","","","","","","","http://dx.doi.org/10.1145/3089801.3089802","Data handling; Classification (of information); Learning systems; Recurrent neural networks; mobile sensing, push notifications, sensor data processing, recurrent neural networks; push notifications, mobile sensing, sensor data processing, recurrent neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32DVJ9HZ","conferencePaper","2019","Berti-Equille, Laure","Learn2Clean: Optimizing the sequence of tasks for web data preparation","2019 World Wide Web Conference, WWW 2019, May 13, 2019  -  May 17, 2019","","","10.1145/3308558.3313602","","Data cleaning and preparation has been a long-standing challenge in data science to avoid incorrect results and misleading conclusions obtained from dirty data. For a given dataset and a given machine learning-based task, a plethora of data preprocessing techniques and alternative data curation strategies may lead to dramatically different outputs with unequal quality performance. Most current work on data cleaning and automated machine learning, however, focus on developing either cleaning algorithms or user-guided systems or argue to rely on a principled method to select the sequence of data preprocessing steps that can lead to the optimal quality performance of. In this paper, we propose Learn2Clean, a method based on Q-Learning, a model-free reinforcement learning technique that selects, for a given dataset, a ML model, and a quality performance metric, the optimal sequence of tasks for preprocessing the data such that the quality of the ML model result is maximized. As a preliminary validation of our approach in the context of Web data analytics, we present some promising results on data preparation for clustering, regression, and classification on real-world data.  2019 IW3C2 (International World Wide Web Conference Committee), published under Creative Commons CC-BY 4.0 License.","2019","2022-06-10 02:10:29","2022-07-31 05:42:30","","2580-2586","","","","","","","The Web Conference 2019 - Proceedings of the World Wide Web Conference, WWW 2019","","","","Association for Computing Machinery","San Francisco, CA, United states","","","","","","","","","","","http://dx.doi.org/10.1145/3308558.3313602","Cleaning; Data curation; Data Science; Learning systems; Reinforcement learning; Data Analytics; World Wide Web; Data cleaning; Data cleaning, Q-Learning, Principled data preprocessing, Reinforcement learning; Principled data preprocessing; Q-Learning; Data cleaning, Reinforcement learning, Q-Learning, Principled data preprocessing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWDXX2JL","conferencePaper","2021","Tan, Wang-Chiew","Deep Data Integration","2021 International Conference on Management of Data, SIGMOD 2021, June 20, 2021  -  June 25, 2021","07308078","","","","We are witnessing the widespread adoption of deep learning techniques as avant-garde solutions to different computational problems in recent years. In data integration, the use of deep learning techniques has helped establish several state-of-the-art results in long standing problems, including information extraction, entity matching, data cleaning, and table understanding. In this talk, I will reflect on the strengths of deep learning and how that has helped move the needle in data integration. I will also discuss a few challenges associated with solutions based on deep learning techniques and describe some opportunities for the data management community.  2021 Owner/Author.","2021","2022-06-10 02:10:30","2022-07-31 03:18:46","","2","","","","","","","Proceedings of the ACM SIGMOD International Conference on Management of Data","","","","Association for Computing Machinery","Virtual, Online, China","","","","","","","","","","","http://dx.doi.org/10.1145/3448016.3460534","Deep learning; Learning systems; Data integration; Information management; data integration; data cleaning; deep learning; information extraction; entity matching; table understanding; data integration, entity matching, data cleaning, table understanding, deep learning, information extraction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89S882I8","journalArticle","2017","Li, Li-Hua; Lin, Chi-Tien; Chen, Shin-Fu","Micro-lending default awareness using artificial neural network","2nd International Conference on Multimedia Systems and Signal Processing, ICMSSP 2017, August 13, 2017  -  August 16, 2017","","","10.1145/3145511.3145515","","Lending ways plays as a key sector in banking business. In recent years, small amount lending, so-called micro-lending, has become the popular trend due to the prosperous development of internet financial service. The high profit has driven banks to bear the so-called credit risk that the borrower may default or delay the repayment of the loan. To prevent from or to predict the credit risk, there are many methodologies widely applied, such as the credit scoring system with credit score-card, the Logistic Regression (LR) for assessing repayment ability or linear scoring function like Bayesian Decision Rules for credit risk of lending. These traditional methods need substantial information to do the analysis of customer lending. However, for general public, the applicant's information of micro-lending is usually less complete, not to mention to fill out the information of score-card. If we applied the above traditional methods for credit risk measurement, the accuracy of predicting the default usually is not as expected due to the incompleteness of information. It is, therefore, studies on the credit-risk measurement of micro-lending have become crucial. In this paper, we proposed a new approach for credit-risk measurement of micro-lending. To learn the pattern of bad credit, the methodology of data cleaning and Back-Propagation Neural Network (BPN) are adopted. The dataset of loan information from a Brazilian commercial bank is used to run the process of credit default awareness. Based on the experiment outcomes, we proved that the Artificial Neural Network can significantly improve the accuracy of the perception while reducing the chance of misjudgment of the lending.  2017 Association for Computing Machinery.","2017","2022-06-10 02:10:30","2022-07-31 05:21:53","","56-60","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","","","http://dx.doi.org/10.1145/3145511.3145515","Backpropagation; Neural networks; Logistic regression; Risk assessment; Banking; Multimedia signal processing; Multimedia systems; Torsional stress; Default, Back-Propagation Neural Network, Credit Risk, Micro-lending; Micro-lending, Back-Propagation Neural Network, Credit Risk, Default","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ23GLTA","journalArticle","2020","Zhang, Dan; Suhara, Yoshihiko; Li, Jinfeng; Hulsebos, Madelon; Demiralp, Caatay; Tan, Wang Chiew","Sato: Contextual semantic type detection in tables","Proceedings of the VLDB Endowment","","21508097","10.14778/3407790.3407793","","Detecting the semantic types of data columns in relational tables is important for various data preparation and information retrieval tasks such as data cleaning, schema matching, data discovery, and semantic search. However, existing detection approaches either perform poorly with dirty data, support only a limited number of semantic types, fail to incorporate the table context of columns or rely on large sample sizes for training data. We introduce Sato, a hybrid machine learning model to automatically detect the semantic types of columns in tables, exploiting the signals from the table context as well as the column values. Sato combines a deep learning model trained on a large-scale table corpus with topic modeling and structured prediction to achieve support-weighted and macro average F1 scores of 0.925 and 0.735, respectively, exceeding the state-of-theart performance by a significant margin. We extensively analyze the overall and per-type performance of Sato, discussing how individual modeling components, as well as feature categories, contribute to its performance.  2020, VLDB Endowment.","2020","2022-06-10 02:10:32","2022-07-31 04:28:08","","1835-1848","","11","13","","Proceedings of the VLDB Endowment","","","","","","","","","","","","","","","Publisher: VLDB Endowment","","","http://dx.doi.org/10.14778/3407790.3407793","Deep learning; Learning systems; Semantics; Scales (weighing instruments); WEB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCZFPPEB","conferencePaper","2019","Tae, Ki Hyun; Roh, Yuji; Oh, Young Hun; Kim, Hyunsu; Whang, Steven Euijong","Data cleaning for accurate, fair, and robust models: A big data - AI integration approach","3rd Workshop on Data Management for End-To-End Machine Learning, DEEM 2019 - In conjunction with the 2019 ACM SIGMOD/PODS Conference, June 30, 2019","07308078","","10.1145/3329486.3329493","","The wide use of machine learning is fundamentally changing the software development paradigm (a.k.a. Software 2.0) where data becomes a first-class citizen, on par with code. As machine learning is used in sensitive applications, it becomes imperative that the trained model is accurate, fair, and robust to attacks. While many techniques have been proposed to improve the model training process (in-processing approach) or the trained model itself (post-processing), we argue that the most effective method is to clean the root cause of error: the data the model is trained on (pre-processing). Historically, there are at least three research communities that have been separately studying this problem: data management, machine learning (model fairness), and security. Although a significant amount of research has been done by each community, ultimately the same datasets must be preprocessed, and there is little understanding how the techniques relate to each other and can possibly be integrated. We contend that it is time to extend the notion of data cleaning for modern machine learning needs. We identify dependencies among the data preprocessing techniques and propose MLClean, a unified data cleaning framework that integrates the techniques and helps train accurate and fair models. This work is part of a broader trend of Big data - Artificial Intelligence (AI) integration.  2019 ACM.","2019","2022-06-10 02:10:33","2022-07-31 14:33:17","","ACM Special Interest Group on Management of Data (SIGMOD)","","","","","","","Proceedings of the ACM SIGMOD International Conference on Management of Data","","","","Association for Computing Machinery","Amsterdam, Netherlands","","","","","","","","","","","http://dx.doi.org/10.1145/3329486.3329493","Big data; Cleaning; Machine learning; Software design; Data integration; Information management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
