Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,match_criteria
BTQG3YJC,journalArticle,,"Guru, R; Annigeri, P; Huddar, N; Kumar, K; Prajwal, KP",STRESS PREDICTION IN WORKING ENVIRONMENT USING KNN,irjmets.com,,,,https://www.irjmets.com/uploadedfiles/paper/issue_7_july_2022/28315/final/fin_irjmets1657987943.pdf,… In [4] the authors define efficient methods for data cleaning which includes diagnosing and … Supervised learning is a machine learning strategy that is based on training data that …,,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ME2L56J9,journalArticle,2022.0,"He, W; Xia, D; Liu, J; Ghosh, U",Research on the Dynamic Monitoring System Model of University Network Public Opinion under the Big Data Environment,Mobile Networks and Applications,,,10.1007/s11036-021-01881-8,https://link.springer.com/article/10.1007/s11036-021-01881-8,"… the school website before data cleaning, and set the extraction template, which is mainly realized by machine learning in this system. The result of data cleaning is to extract information …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZRQSXZNR,journalArticle,2022.0,"Zhang, C; Cai, M; Zhao, X; Wang, D",Research on case preprocessing based on deep learning,… and Computation: Practice …,,,10.1002/cpe.6214,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6214,"… to data cleaning. This article aims at the dirty data in the case information system, using deep learning … Compared with the traditional manual data cleaning, this work can automatically …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CBATFALB,journalArticle,2022.0,"Ramirez-Asis, E; Guzman-Avalos, M; ...",Metaheuristic Methods for Efficiently Predicting and Classifying Real Life Heart Disease Data Using Machine Learning,Mathematical …,,,,https://www.hindawi.com/journals/mpe/2022/4824323/,"… to focus on data cleaning (preprocessing) … Machine learning models can solve highly critical issues by automatically detecting the characteristics of the input data, and deep learning …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: hindawi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7MXX8ZTC,journalArticle,2022.0,"Bai, Z; Liu, Q; Liu, Y","Groundwater Potential Mapping in Hubei Region of China Using Machine Learning, Ensemble Learning, Deep Learning and AutoML Methods",Natural Resources Research,,,10.1007/s11053-022-10100-4,https://link.springer.com/article/10.1007/s11053-022-10100-4,"… in Python for normalization and data cleaning. Thereafter, the conditioning factors were analyzed using four methods: machine learning, ensemble learning, deep learning and AutoML. …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TUJMVFNU,journalArticle,2022.0,"Catania, B; Guerrini, G; Accinelli, C",Fairness & friends in the data science era,AI & SOCIETY,,,10.1007/s00146-022-01472-5,https://link.springer.com/article/10.1007/s00146-022-01472-5,"… the already existing reviews on fairness in machine learning and AI, not further discussed in … Rather, data cleaning techniques, facing the possible sources of errors, are applied to the …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NPKZAAG7,journalArticle,2022.0,"Edeh, MO; Khalaf, OI; Tavera, CA; Tayeb, S; ...",A classification algorithm-based hybrid diabetes prediction model,Frontiers in Public …,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9008347/,… Data cleaning is the next step in machine learning. It is considered one of the main steps in the … algorithms” in machine learning. Several aspects of data cleansing must be considered: …,2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KAPYVLC6,journalArticle,2022.0,"Rajwal, S; Pandey, AK",The do's & don'ts of writing a research request email,"XRDS: Crossroads, The ACM Magazine for …",,,10.1145/3538535,https://dl.acm.org/doi/fullHtml/10.1145/3538535,"… research and technology, including scalable storage, stream processing, data cleaning, machine learning and deep learning, text processing, data visualization, digital health and more. …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: dl.acm.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
233MMH9G,journalArticle,2022.0,"Jantre, S; Mainkar, PM",Breast Cancer Prediction Using Machine Learning Techniques,"… Intelligent Computing and Applications, Volume 2",,,10.1007/978-981-16-9705-0_36,https://link.springer.com/chapter/10.1007/978-981-16-9705-0_36,"… During the data cleaning process, we handle missing data using a method, global constant, … form to the machine learning predicting models. Some machine learning algorithms do not …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XVSASDYK,journalArticle,2022.0,"Sandhya, E; Basha, SKAH; Krishna, ESP; ...",Using Traditional Machine Learning Algorithms and SMOTE Technique to Estimate Student's Academic Performance in Higher Education,JOURNAL OF …,,,,https://www.publishoa.com/index.php/journal/article/view/982,"… , data cleaning, and pre-processing, and in the second stage, students with comparable academic performance patterns will be grouped [7]. The supervised machine learning method …",2022,2022-07-29 20:15:13,2022-07-29 20:15:13,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: publishoa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XRMQ48YW,journalArticle,2022.0,"Nijhawan, T; Attigeri, G; ...",Stress detection using natural language processing and machine learning over social interactions,Journal of Big …,,,10.1186/s40537-022-00575-6,https://journalofbigdata.springeropen.com/articles/10.1186/s40537-022-00575-6,"… Before moving on to developing the analyzer, we first need to perform data cleaning by … machine learning model for sentiment analysis and emotion detection. These machine learning …",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: journalofbigdata.springeropen.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RZ8YRKT6,journalArticle,2022.0,"Vunnava, R; Bodla, L; Dehury, MK; ...",Performance Analysis of ML Techniques in Identification of Fake News,… Computing and Data …,,,,https://ieeexplore.ieee.org/abstract/document/9760905/,… In the next subsection we discuss about data cleaning process. … 2) Random Forest: Random forest is a supervised machine learning and an ensemble technique which works on the …,2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
P63SEU7X,journalArticle,2022.0,"Gupta, A; Chhadva, A; Bhabal, O; ...","Codify:'Natural Language to Code, for Data Science Applications'",Available at SSRN …,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4111759,"… scientists spend most of their time on tasks like data cleaning … the data science projects like data cleaning and modeling. So, … embeddings trained on various supervised tasks and shows …",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: papers.ssrn.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
CHAQ6XE3,journalArticle,2022.0,"Yin, C; Cheng, JCP; Wang, B; Gan, VJL",Automated classification of piping components from 3D LiDAR point clouds using SE-PseudoGrid,Automation in Construction,,,,https://www.sciencedirect.com/science/article/pii/S092658052200173X,"… , we faithfully preprocess the Pipework for deep learning training following the practice of the … Therefore, we perform a thorough checking and data cleaning using a customized Python …",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XJFEDN2Z,journalArticle,2022.0,"Yao, S",Use XGBOOST to Predict the Rental Based on Airbnb Open Data,,,,,http://ceur-ws.org/Vol-3150/paper5.pdf,"… rental by applying XGBOOST and other machine learning methods. The various features … data cleaning in this predicting model, followed by tuning hyperparameter. As for data cleaning…",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ceur-ws.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
85YKHNEU,journalArticle,2022.0,"More, KS; Wolkersdorfer, C",Predicting and Forecasting Mine Water Parameters Using a Hybrid Intelligent System,Water Resources Management,,,10.1007/s11269-022-03177-2,https://link.springer.com/article/10.1007/s11269-022-03177-2,"… supervised, unsupervised and reinforcement learning, whereas this study applied supervised … In this study, data cleaning had to be performed before deciding on the input parameters to …",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KCJG94MF,journalArticle,2022.0,"Zhen, L; Zhang, L; Yang, T; Zhang, G; Li, Q; Ouyang, H",Simultaneous prediction for multiple source–loads based sliding time window and convolutional neural network,Energy Reports,,,,https://www.sciencedirect.com/science/article/pii/S2352484722008010,"… Section 2 conducts extraction of high quality samples by data cleaning technique and … with sliding time windows and convolutional neural network, while parallel strategies for multiple …",2022,2022-07-29 20:15:14,2022-07-29 20:15:14,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
FMVTGG8R,journalArticle,2022.0,"Preuett, LD",Enhanced Finger Movement Detection Using sEMG by Data Augmentation,,,,,https://search.proquest.com/openview/229ba8393e1659744b214e18b0bcba84/1?pq-origsite=gscholar&cbl=18750&diss=y,… the data for the supervised learning task ahead. Data cleaning is applied by removing noise … Note that the noise we are filtering here differs from the noise removed in the data cleaning …,2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: search.proquest.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ISFF7PUZ,journalArticle,,"Ilyas, IF; Naumann, F","Data Errors: Symptoms, Causes and Origins",Data Engineering,,,,http://sites.computer.org/debull/A22mar/p4.pdf,"… working on the problem of data cleaning for decades, the … to further advance the field of data cleaning, and go beyond … with cascades of large machine learning models, tracing errors …",,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: sites.computer.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
X8VJZYQV,journalArticle,2022.0,"Olmezogullari, E; Aktas, MS",Pattern2Vec: Representation of clickstream data sequences for learning user navigational behavior,Concurrency and Computation …,,,10.1002/cpe.6546,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6546,"… model, we applied many comprehensive consecutive data pipelines, such as data cleansing, data transformation, data mining, and machine learning tasks, to get a relevant dataset. We …",2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Wiley Online Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MADJFSG2,journalArticle,2022.0,"Arevalo, M; Brownstein, NC; Whiting, J; ...",Strategies and Lessons Learned During Cleaning of Data From Research Panel Participants: Cross-sectional Web-Based Health Behavior Survey Study,JMIR Formative …,,,,https://formative.jmir.org/2022/6/e35797/,… team shares our experiences in data cleaning to improve data … a systematic and detailed data cleaning approach prior to the … Using supervised machine learning classifiers to estimate …,2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: formative.jmir.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9X87W93J,journalArticle,2022.0,"Singh, SK; Alam, R; Sujihelen, L; ...",Handwritten Character Recognition using Convolutional Neural Network,… on Trends in …,,,,https://ieeexplore.ieee.org/abstract/document/9777140/,… % as training data for our neural network. This model is constructed … The intake of this Convolutional Neural Network model are … This process is called data cleaning. The image is sent …,2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MSW9UYLF,journalArticle,2022.0,"Smitha, A; Jidesh, P",Classification of multiple retinal disorders from enhanced fundus images using semi-supervised GAN,SN Computer Science,,,10.1007/s42979-021-00945-6,https://link.springer.com/article/10.1007/s42979-021-00945-6,"… inhomogeneity, the preprocessing and data cleaning are not handled well in the existing literature. As clean data can highly influence the performance of deep learning model [30], it is …",2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NTTSJHAR,journalArticle,2022.0,"Pant, A; Sharma, S; Bansal, M; ...",Comparative Analysis of Supervised Machine Learning Techniques for AQI Prediction,… Conference on Advanced …,,,,https://ieeexplore.ieee.org/abstract/document/9753636/,"… quality index using supervised machine learning techniques in … In this technique, less data cleaning is required compared to … Random forest classifier This supervised machine learning …",2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NIGFJBI6,journalArticle,2022.0,"Narayan, A; Chami, I; Orr, L; Ré, C",Can Foundation Models Wrangle Your Data?,arXiv preprint arXiv:2205.09911,,,,https://arxiv.org/abs/2205.09911,"… As a proof-of-concept, we cast three data cleaning and … achieve SoTA performance on data cleaning and integration tasks, … from data science and machine learning experts who have …",2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
K8VRWZ7P,journalArticle,2022.0,"Sami, Y; Richard, N; Gauchard, D; ...",Selecting Machine Learning Models to Support the Design of Al/CuO Nanothermites,The Journal of …,,,10.1021/acs.jpca.1c09520,https://pubs.acs.org/doi/abs/10.1021/acs.jpca.1c09520,"… Data Cleaning, Splitting, and Preprocessing Once data are collected, the next step in the machine learning … Then, a step of data cleaning is performed: data with aberrant target values …",2022,2022-07-29 20:15:15,2022-07-29 20:15:15,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ACS Publications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
YFHJFYV5,journalArticle,2022.0,"Chen, P; Wu, Y; Zhong, H; Long, Y; Meng, J",Exploring household emission patterns and driving factors in Japan using machine learning methods,Applied Energy,,,,https://www.sciencedirect.com/science/article/pii/S0306261921015142,"… with data reprocessing and conversion, eg, data cleaning, removal of outliers and quantifying … Based on the selected features, we use various machine learning methods to estimate the …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UPK5ZME5,journalArticle,2022.0,"Sharma, S; Yadav, S; Kalra, V",Depression Discovery in Covid-19 Communities Using Deep Learning,Recent Patents on Engineering,,,,https://www.ingentaconnect.com/content/ben/eng/2022/00000016/00000002/art00006,"… In this work, the extensive data cleaning is done to bring the … explored between the machine learning implementations and … These are then ready to be processed in the neural network …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ingentaconnect.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Z89TZ6XE,journalArticle,2022.0,"Wu, X; Wei, D; Vasgi, BP; Oleiwi, AK; ...",Research on Network Security Situational Awareness Based on Crawler Algorithm,Security and …,,,,https://www.hindawi.com/journals/scn/2022/3639174/,"… tool based on text processing, the data cleaning of network security time text information is … , and the crawler algorithm based on the neural network model used in this paper. e logistic …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: hindawi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DHXGTKY3,journalArticle,2022.0,"Etu, EE; Monplaisir, L; Arslanturk, S; Masoud, S; ...",Prediction of Length of Stay in the Emergency Department for COVID-19 Patients: A Machine Learning Approach,IEEE …,,,,https://ieeexplore.ieee.org/abstract/document/9758821/,"… Specifically, our results suggest that when data cleaning, feature processing, and balancing techniques are implemented, the performance of machine learning models increase. Figure …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NGUS4BSU,journalArticle,2022.0,"Ji, Z; Zhu, W",A traffic data imputing method based on multisource recurrent neural network,… on Computer Application and Information Security …,,,10.1117/12.2637835.short,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12260/122600C/A-traffic-data-imputing-method-based-on-multisource-recurrent-neural/10.1117/12.2637835.short,"… makes use of the feature collection ability of deep learning network, which is different from the … Based on the study of common missing data repair methods, reference3 proposed using …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: spiedigitallibrary.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2RM4FGFC,journalArticle,2022.0,"Kokatnoor, SA; Reddy, V; Balachandran, K",Deducing Water Quality Index (WQI) by Comparative Supervised Machine Learning Regression Techniques for India Region,Congress on Intelligent …,,,10.1007/978-981-16-9416-5_54,https://link.springer.com/chapter/10.1007/978-981-16-9416-5_54,"… Next step involves the data cleaning process, which is as follows: … Supervised machine learning is used in this study, for water quality monitoring where the water quality parameters are …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
55DELY5L,journalArticle,2022.0,"Li, P",A review of applications of deep learning in power systems,Smart Systems and Green Energy,,,,https://clausiuspress.com/assets/default/article/2022/02/27/article_1645961706.pdf,"… deep learning model effectively reduces the complexity of calculating feature vectors [3]. When applying deep learning … the data, and perform data cleaning; secondly, determine the …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: clausiuspress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
UCPQWXY4,journalArticle,2022.0,"Kukreja, V",A Hybrid SVC-CNN based Classification Model for Handwritten Mathematical Expressions (Numbers and Operators),2022 International Conference on Decision Aid …,,,,https://ieeexplore.ieee.org/abstract/document/9765141/,"… Computer Vision and Machine learning together be deployed … that involves machine learning and deep learning-based … work are data collection, data cleansing, and preprocessing. …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: ieeexplore.ieee.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
XBBQKPMT,journalArticle,2022.0,"Luo, Y; Wan, J; She, S",Software Security Vulnerability Mining Based on Deep Learning,International Conference on Multi-modal Information …,,,10.1007/978-3-031-05237-8_66,https://link.springer.com/chapter/10.1007/978-3-031-05237-8_66,"… Generally speaking, the training data set can be preprocessed by means of data cleaning, … , it can not be directly used for deep neural network model training. Therefore, this part needs …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Z6EEHW2U,journalArticle,2022.0,"Racheal, S; Liu, Y; Ayodeji, A",Evaluation of optimized machine learning models for nuclear reactor accident prediction,Progress in Nuclear Energy,,,,https://www.sciencedirect.com/science/article/pii/S014919702200138X,"… for machine learning models using an augmented dataset that reflects the sensor status. In this study, three machine learning … The training process involves data cleaning, visualization, …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HXGE6HXS,journalArticle,2022.0,"Molaei, M; Mohamadpur, D",Distributed Online Pre-Processing Framework for Big Data Sentiment Analytics,Journal of AI and Data Mining,,,,http://jad.shahroodut.ac.ir/article_2394.html,"… neural network variants in order to prepare textual data efficiently. This framework consists of three different stages of data cleansing, … with different distributed deep learning models like …",2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: jad.shahroodut.ac.ir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
BBNRLMHQ,journalArticle,2022.0,"Pal, M; Parija, S; Mohapatra, RK; Mishra, S; ...",Symptom-Based COVID-19 Prognosis through AI-Based IoT: A Bioinformatics Approach,BioMed Research …,,,,https://www.hindawi.com/journals/bmri/2022/3113119/,… on several machine learning models to compare the accuracy score. The various machine learning algorithms … The correlation matrix after these data cleaning is shown in Figure 4. …,2022,2022-07-29 20:15:16,2022-07-29 20:15:16,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: hindawi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
RZKZFLDU,journalArticle,2022.0,"Gokhale, O; Patankar, S; Litake, O; Mandke, A; ...",Optimize_Prime@ DravidianLangTech-ACL2022: Emotion Analysis in Tamil,arXiv preprint arXiv …,,,,https://arxiv.org/abs/2204.09087,… Data cleaning boosted the performance of all RNN models … and all ensemble models worked best without data cleaning. … We then pass these embeddings to different machine learning …,2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: arxiv.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
JR7DL7TZ,book,2022.0,"Carvalho, DMP",Using feature engineering to improve the identification of bias in legal judgment database,,,,,https://repositorio.ufrn.br/handle/123456789/48478,"… In order to improve the quality of the data and to make all the features better understandable by machine learning algorithms, data cleaning process and some transformations were …",2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,,,,,,,Query date: 2022-07-29 14:32:28,,,repositorio.ufrn.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Z3MBEHCL,journalArticle,2022.0,"Fan, X; Wang, X; Zhang, X; Yu, PEFAXB","Machine learning based water pipe failure prediction: the effects of engineering, geology, climate and socio-economic factors",Reliability Engineering & System …,,,,https://www.sciencedirect.com/science/article/pii/S0951832021006694,"… This study applied data-driven machine learning (ML) models to predict … Data cleaning is then conducted, where data points with missing information are removed. After data cleaning, …",2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
KFYIFKRH,journalArticle,2022.0,"Jency, WG; Judith, JE",Survey of different classification techniques for prediction in data mining,AIP Conference Proceedings,,,10.1063/5.0078381,https://aip.scitation.org/doi/abs/10.1063/5.0078381,… The data cleaning and data integration is carried by using pre-… Artificial Neural Network (ANN) is numerical model dependent … A neural Network classifier is based on neural networks …,2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: aip.scitation.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
DAMLAW5R,journalArticle,2022.0,"Balasubramaniam, S; Gollagi, SG",Software defect prediction via optimal trained convolutional neural network,Advances in Engineering Software,,,,https://www.sciencedirect.com/science/article/pii/S0965997822000497,"… ) that combines the benefits of deep learning as well as Siamese … 1D-CNN(1Dimensional Convolutional Neural Network). DL … , it includes data normalization and data cleaning process. …",2022,2022-07-29 20:15:17,2022-07-29 20:15:17,,,,Query date: 2022-07-29 14:32:28,,,,,,,,,,,,,,,,,,Publisher: Elsevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
